0,1,2,3
0.047163049124719914,0.12487243882593801,0.9537457562793976,0.2924192706154609
0.3536223577971882,0.9579951504769867,0.3195304959631208,0.04511314976345071
0.0932197909841308,0.4432175358599927,0.2879387955574938,0.7171592540913331
0.20272717296211262,0.110435092146417,0.5800714661492296,0.3332799389978913
0.19744643384579796,0.294051103894568,0.8950137461920668,0.8060664935301657
0.743943639232118,0.7162027681350717,0.4416266767064867,0.2823051045175238
0.6008407870566773,0.5104849033113864,0.2096878213633231,0.9847130798613127
0.6507587393091677,0.9232545137015951,0.6589328301384108,0.8109157584366417
0.5601308568564369,0.7055140871182551,0.1644317303144982,0.9469450929190394
0.5536683389925041,0.4014970945568027,0.7225768132804529,0.6370177561411229
0.2078096047167951,0.02590502484514523,0.7647742126639454,0.664132866406873
0.9209303055971859,0.01501864309190859,0.465753220174818,0.24165946972628438
0.6954176731799644,0.23850236950493742,0.03734206727322131,0.6825545487702495
0.5672945647293886,0.008550986005901429,0.35968594452077596,0.3863200851520703
0.03908566766901245,0.6870009923880145,0.9685201025497603,0.2896416538097428
0.9162322332714345,0.7244063909204216,0.04817906083645751,0.9599565714152194
0.8181372102531498,0.952431572222006,0.5380266429716508,0.7556641464654275
0.0707445586402714,0.8236529962505704,0.5092399270051785,0.10181532013330963
0.8685313059920957,0.23686538584857098,0.8027481169568756,0.3772403006511337
0.31886617026967656,0.9022104613363707,0.1418306410965794,0.8181555311267622
0.24204538393582076,0.6483479228943329,0.7343560069104857,0.926914405901874
0.12022355422256303,0.03876131492958068,0.752664868057245,0.11672872230644737
0.958420953264222,0.7229244011108584,0.36404735638848684,0.393379670946609
0.3776657380754409,0.45565290961974936,0.5900066083428357,0.9798080936866388
0.0958856139675931,0.3525369663027458,0.7445964938437244,0.7966374728473867
0.9751099777696625,0.2696165956984601,0.7932317647193202,0.6292273644459395
0.04798893510585189,0.16552503433084054,0.27183174116465636,0.8503116605786378
0.025002627726488202,0.9669444382146771,0.6188186752277395,0.013947461755619228
0.735697907280125,0.2716118037223135,0.9705288880306476,0.11338584004715568
0.8649346684982753,0.08383299871081029,0.7224009600647212,0.4925876048391489
0.9086585326203889,0.6570735772659569,0.8302702116076296,0.42170996600984545
0.9392915392323683,0.7287333351284315,0.8412846099189463,0.9425237430462274
0.44548751308870693,0.36310595104402776,0.40308748095911573,0.2007942286870018
0.2728293458048813,0.06742372619463799,0.5434337705111316,0.33568521781450855
0.28281273284237574,0.18593418035760012,0.18881743319004352,0.998810016783886
0.9990335638892681,0.4709361559626333,0.1304652643212495,0.8851809584069797
0.8521892647674468,0.6779246330386771,0.22735269967488014,0.662200523211028
0.407203567577768,0.6898085534936247,0.8778679140516633,0.07239293690328275
0.10160709972946591,0.46315476992265747,0.33180225883265824,0.9776193217629044
0.16947264501837456,0.22867120417135112,0.7996915790485458,0.8520324473209139
0.11000403518546964,0.7358444189197668,0.43988566509657057,0.8124207237116197
0.3656331097251758,0.06051712033586132,0.1693416546658678,0.8010041781003754
0.08932368760596188,0.3694042874075093,0.38869223813150056,0.5637560917228635
0.8120894781429734,0.7311908947389532,0.8372521984382988,0.26188090287363774
0.6938579570997365,0.2619432429817703,0.44392085018298344,0.673414650137048
0.5619935191447797,0.1459824264446129,0.3728968298006181,0.43696996151879575
0.2844042435491059,0.014604909267634913,0.2146054025355909,0.002041577874433931
0.5904453500151644,0.12681019587686904,0.5722175757247187,0.942984006435152
0.9025685174466048,0.13538050201443075,0.2062581265411969,0.5387922742807074
0.21196665849965268,0.10270052671985619,0.7108091483366764,0.5829659879426218
0.9620557708179781,0.36097253834620147,0.566075299898278,0.462331339463122
0.6104130661276354,0.5592816462639448,0.9198733683531526,0.9979198633677964
0.9913201320896996,0.9739564595419673,0.6992834618090897,0.26311194201398225
0.2963662454921141,0.6517730774074764,0.566709703661547,0.06989055725767201
0.6144759199794922,0.8246763446264151,0.6587510568234191,0.7939118989426979
