0,1,2,3
0.07781530857178659,0.22205359497205562,0.559162870912008,0.6485729322032986
0.5410216328054361,0.9218898616939951,0.20205578886222494,0.11474854833867386
0.09603338500776641,0.9226636187404652,0.24860667248164042,0.21025653786703688
0.1929240546822739,0.0010393667500768092,0.409554455149505,0.03773110602361886
0.8888323950265592,0.7804795640739685,0.45984804587060935,0.4520430683499648
0.8729426618688044,0.6022488057977856,0.23436510998571086,0.564445022681922
0.8225277970829791,0.3968570903730438,0.5429623381332778,0.45487291071804703
0.7330876736308254,0.8184145862675831,0.8459528075488363,0.4037446746725349
0.3767686649552394,0.5518384222683727,0.042116536580280216,0.06887007487826126
0.03621087646287164,0.5677732529889625,0.40172283115579144,0.5250514735095942
0.12056089991817287,0.32894824455456106,0.09108647696947711,0.00846055988158404
0.875682176111469,0.5167052448867834,0.31380711982469267,0.6414677553135898
0.4634683264756642,0.7691082654531112,0.8384050625562561,1.0
0.9705366780774626,0.7020686905605493,0.05395065208605811,0.08707067281738738
0.7815179328897572,0.7023905696978056,0.6093118831059008,0.7197883595257101
0.6188105441146112,0.525211571335462,0.023607060694372437,0.5947766067235454
0.30062852416661134,0.8099659458677742,0.6243948276419471,0.11037533644780766
0.64769034193937,0.5582220347826026,0.7053402113249363,0.7612791543052796
0.603418538512823,0.40979585686831355,0.03316056429373893,0.910414874975393
0.42448547464705394,0.22327634373094465,0.36804387267860306,0.07351478273204674
0.6139080177600073,0.45445079372775976,0.350943752268537,0.13444532295372358
0.7405852105607816,0.5126479937635985,0.5761813588058534,0.5916954278982707
0.5390738484143386,0.595696947897053,0.5984649074049876,0.571325950877258
0.4425283717392684,0.5716373502027275,0.6162869213360146,0.098827059507188
0.752428761822782,0.6810542990977443,0.03416092966424618,0.2541695297456716
0.8553707598644441,0.5946167630950481,0.4889477620228222,0.8758356179418384
0.8048807327150033,0.9154175498983611,0.26269256690557397,0.4422503257195901
0.3209974998699416,0.01766380794945892,0.6028260982146609,0.4830358719343999
0.5722581604011197,0.998235042223682,0.9882385136046739,0.5899401309623388
0.14534354417012088,0.6166704500688943,0.14595857216507455,0.0928248106317721
0.9017940560488188,0.4447858476134461,0.6572534279004257,0.8230009609583188
0.48694063836800383,0.2441827279891404,0.0,0.2079758676124575
0.10834383086016086,0.4991195997390167,0.23809573463726152,0.12406267115029636
0.6403479057992117,0.902375945816219,0.8586167051172489,0.7755858656051822
0.6250603303061574,0.5268169558550421,0.7785009564388201,0.968898437289093
0.10605595849663589,0.5787976419170188,0.6890433214512345,0.8412650911589745
